ID do estudante,Nota Corte Grupo Preferência,Código do curso,Média nota Enem,Situação Inscrição Fies,defacto_cutoff
201869690,527.58,100057,496.86,NÃO CONTRATADO,455.38
201869690,527.58,101806,496.86,NÃO CONTRATADO,455.38
201869690,527.58,100057,496.86,NÃO CONTRATADO,455.38
201869691,631.6,66290,508.0,LISTA DE ESPERA,512.22
201869691,631.6,69800,508.0,LISTA DE ESPERA,512.22
201869691,631.6,1395508,508.0,LISTA DE ESPERA,512.22
201869692,568.44,1364783,469.38,LISTA DE ESPERA,545.96
201869692,568.44,104478,469.38,LISTA DE ESPERA,545.96
201869692,568.44,1364783,469.38,LISTA DE ESPERA,545.96
201869693,572.12,119960,532.24,NÃO CONTRATADO,450.02
201869693,572.12,119960,532.24,NÃO CONTRATADO,450.02
201869694,573.74,1365841,502.54,NÃO CONTRATADO,450.26
201869694,573.74,1332216,502.54,NÃO CONTRATADO,450.26
201869694,573.74,1332216,502.54,NÃO CONTRATADO,450.26
201869695,737.26,1399478,593.42,LISTA DE ESPERA,715.68
201869695,737.26,1408262,593.42,LISTA DE ESPERA,715.68
201869696,759.22,1408505,648.34,LISTA DE ESPERA,749.68
201869697,731.72,1399479,772.36,LISTA DE ESPERA,696.82
201869697,731.72,1397771,772.36,LISTA DE ESPERA,696.82
201869697,731.72,1397772,772.36,LISTA DE ESPERA,696.82
201869698,596.08,1397983,596.08,NÃO CONTRATADO,472.66
201869698,596.08,4809,596.08,NÃO CONTRATADO,472.66
201869699,549.62,1306232,582.6,NÃO CONTRATADO,497.64
201869700,548.12,82227,472.94,NÃO CONTRATADO,450.16
201869701,552.8,55129,535.72,NÃO CONTRATADO,450.0
201869701,552.8,69197,535.72,NÃO CONTRATADO,450.0
201869701,552.8,21923,535.72,NÃO CONTRATADO,450.0
201869702,491.24,1137883,600.84,PARTICIPACAO CANCELADA PELO CANDIDATO,477.56
201869702,491.24,80892,600.84,PARTICIPACAO CANCELADA PELO CANDIDATO,477.56
201869703,602.24,1420117,645.12,LISTA DE ESPERA,574.42
201869703,602.24,1427560,645.12,LISTA DE ESPERA,574.42
201869703,602.24,1420117,645.12,LISTA DE ESPERA,574.42
201869705,594.74,1313047,575.16,CONTRATADA,512.78
201869705,594.74,1454739,575.16,OPÇÃO NÃO CONTRATADA,512.78
201869705,594.74,1351905,575.16,OPÇÃO NÃO CONTRATADA,512.78
201869706,731.88,49060,680.68,LISTA DE ESPERA,718.98
201869708,461.48,1322242,493.76,CONTRATADA,467.34
201869709,637.34,1383169,481.88,LISTA DE ESPERA,549.88
201869709,637.34,5000883,481.88,LISTA DE ESPERA,549.88
201869709,637.34,1385064,481.88,LISTA DE ESPERA,549.88
201869710,726.8,6496,670.32,LISTA DE ESPERA,719.56
201869711,569.84,120426,505.88,CONTRATADA,466.76
201869713,594.66,1284315,519.98,LISTA DE ESPERA,525.06
201869713,594.66,59561,519.98,LISTA DE ESPERA,525.06
201869713,594.66,1288776,519.98,LISTA DE ESPERA,525.06
201869714,772.08,1408504,639.34,LISTA DE ESPERA,772.08
201869715,565.34,1282908,488.98,LISTA DE ESPERA,512.18
201869715,565.34,1059632,488.98,LISTA DE ESPERA,512.18
201869715,565.34,1282908,488.98,LISTA DE ESPERA,512.18
201869716,630.52,1405626,519.54,LISTA DE ESPERA,592.32
201869718,569.7,1388555,567.52,NÃO CONTRATADO,460.26
201869718,569.7,1349601,567.52,NÃO CONTRATADO,460.26
201869718,569.7,63338,567.52,NÃO CONTRATADO,460.26
201869719,494.78,112340,459.84,PARTICIPACAO CANCELADA PELO CANDIDATO,451.8
201869719,494.78,112340,459.84,PARTICIPACAO CANCELADA PELO CANDIDATO,451.8
201869720,619.5,1383354,603.1,NÃO CONTRATADO,453.58
201869720,619.5,46491,603.1,NÃO CONTRATADO,453.58
201869720,619.5,1383354,603.1,NÃO CONTRATADO,453.58
201869721,567.94,1204819,510.34,LISTA DE ESPERA,538.82
201869721,567.94,1350557,510.34,LISTA DE ESPERA,538.82
201869721,567.94,50781,510.34,LISTA DE ESPERA,538.82
201869722,534.1,1364807,583.78,CONTRATADA,454.64
201869723,592.9,1279433,474.08,LISTA DE ESPERA,558.66
201869725,631.6,19480,451.8,LISTA DE ESPERA,512.22
201869725,631.6,19544,451.8,LISTA DE ESPERA,512.22
201869725,631.6,96383,451.8,LISTA DE ESPERA,512.22
201869726,593.44,91177,513.3,LISTA DE ESPERA,583.66
201869727,553.74,1180833,482.62,NÃO CONTRATADO,450.98
201869727,553.74,1180833,482.62,NÃO CONTRATADO,450.98
201869727,553.74,1184923,482.62,NÃO CONTRATADO,450.98
201869729,453.46,109806,527.68,NÃO CONTRATADO,453.46
201869729,453.46,1158603,527.68,NÃO CONTRATADO,453.46
201869730,610.86,1158018,535.8,NÃO CONTRATADO,450.08
201869730,610.86,1153188,535.8,NÃO CONTRATADO,450.08
201869730,610.86,90901,535.8,NÃO CONTRATADO,450.08
201869731,488.94,89391,580.12,CONTRATADA,467.34
201869732,611.22,68431,635.74,CONTRATADA,570.3
201869733,562.66,1350162,489.46,LISTA DE ESPERA,490.66
201869733,562.66,1350162,489.46,LISTA DE ESPERA,490.66
201869733,562.66,1349897,489.46,LISTA DE ESPERA,490.66
201869734,619.06,21095,501.54,NÃO CONTRATADO,450.1
201869735,584.06,63076,485.16,NÃO CONTRATADO,450.84
201869735,584.06,118712,485.16,NÃO CONTRATADO,450.84
201869735,584.06,73917,485.16,NÃO CONTRATADO,450.84
201869736,556.8,1485486,553.88,NÃO CONTRATADO,490.28
201869736,556.8,1397720,553.88,NÃO CONTRATADO,490.28
201869736,556.8,1397720,553.88,NÃO CONTRATADO,490.28
201869738,742.74,1059179,741.64,NÃO CONTRATADO,731.4
201869738,742.74,5000930,741.64,NÃO CONTRATADO,731.4
201869739,607.06,51672,519.94,LISTA DE ESPERA,592.82
201869739,607.06,53562,519.94,LISTA DE ESPERA,592.82
201869740,614.1,11718,496.4,LISTA DE ESPERA,544.68
201869740,614.1,1101270,496.4,LISTA DE ESPERA,544.68
201869740,614.1,1190338,496.4,LISTA DE ESPERA,544.68
201869741,759.34,65924,713.2,LISTA DE ESPERA,748.34
201869741,759.34,1193264,713.2,LISTA DE ESPERA,748.34
201869741,759.34,1163738,713.2,LISTA DE ESPERA,748.34
201869742,622.18,1173225,461.12,LISTA DE ESPERA,597.16
201869743,556.66,75203,561.12,NÃO CONTRATADO,450.9
201869744,565.34,51701,539.44,CONTRATADA,512.18
201869744,565.34,1282908,539.44,OPÇÃO NÃO CONTRATADA,512.18
201869744,565.34,1385341,539.44,OPÇÃO NÃO CONTRATADA,512.18
201869745,645.8,89335,470.16,LISTA DE ESPERA,578.36
201869745,645.8,89335,470.16,LISTA DE ESPERA,578.36
201869745,645.8,53635,470.16,LISTA DE ESPERA,578.36
201869747,633.36,55998,538.12,LISTA DE ESPERA,592.3
201869747,633.36,55998,538.12,LISTA DE ESPERA,592.3
201869749,555.72,60040,530.08,NÃO CONTRATADO,452.62
201869749,555.72,102869,530.08,NÃO CONTRATADO,452.62
201869749,555.72,70492,530.08,NÃO CONTRATADO,452.62
201869750,589.0,55761,571.66,LISTA DE ESPERA,583.96
201869750,589.0,55761,571.66,LISTA DE ESPERA,583.96
201869751,593.64,22596,624.26,PARTICIPACAO CANCELADA PELO CANDIDATO,482.22
201869753,633.3,18201,503.26,LISTA DE ESPERA,585.14
201869753,633.3,18201,503.26,LISTA DE ESPERA,585.14
201869754,604.16,15448,663.2,NÃO CONTRATADO,572.1
201869754,604.16,53382,663.2,NÃO CONTRATADO,572.1
201869754,604.16,102056,663.2,NÃO CONTRATADO,572.1
201869755,589.22,1487377,470.42,CONTRATADA,459.18
201869755,589.22,1487377,470.42,OPÇÃO NÃO CONTRATADA,459.18
201869755,589.22,1419886,470.42,OPÇÃO NÃO CONTRATADA,459.18
201869757,547.16,66272,512.34,PARTICIPACAO CANCELADA PELO CANDIDATO,460.9
201869757,547.16,72331,512.34,PARTICIPACAO CANCELADA PELO CANDIDATO,460.9
201869758,588.88,1299957,477.64,LISTA DE ESPERA,480.86
201869758,588.88,1303777,477.64,LISTA DE ESPERA,480.86
201869759,742.7,86288,634.28,LISTA DE ESPERA,740.24
201869760,630.12,104449,623.7,NÃO CONTRATADO,561.7
201869761,589.28,1154912,544.22,NÃO CONTRATADO,453.2
201869761,589.28,1154912,544.22,NÃO CONTRATADO,453.2
201869761,589.28,85400,544.22,NÃO CONTRATADO,453.2
201869762,546.72,1443904,636.36,CONTRATADA,462.66
201869764,562.14,104312,539.1,LISTA DE ESPERA,477.62
201869764,562.14,1279570,539.1,LISTA DE ESPERA,477.62
201869764,562.14,104306,539.1,LISTA DE ESPERA,477.62
201869765,762.92,1419799,751.46,NÃO CONTRATADO,749.46
201869765,762.92,1135207,751.46,NÃO CONTRATADO,749.46
201869765,762.92,51835,751.46,NÃO CONTRATADO,749.46
201869766,642.64,53274,617.92,LISTA DE ESPERA,642.64
201869767,574.8,27111,550.92,CONTRATADA,468.92
201869767,574.8,27111,550.92,OPÇÃO NÃO CONTRATADA,468.92
201869767,574.8,1304939,550.92,OPÇÃO NÃO CONTRATADA,468.92
201869768,612.66,55842,535.98,CONTRATADA,450.86
201869769,544.16,1118107,475.16,PARTICIPACAO CANCELADA PELO CANDIDATO,451.68
201869769,544.16,20030,475.16,PARTICIPACAO CANCELADA PELO CANDIDATO,451.68
201869769,544.16,109796,475.16,PARTICIPACAO CANCELADA PELO CANDIDATO,451.68
201869770,555.56,1185514,454.74,LISTA DE ESPERA,457.34
201869770,555.56,1395519,454.74,LISTA DE ESPERA,457.34
201869770,555.56,17459,454.74,LISTA DE ESPERA,457.34
201869772,599.88,88484,527.62,LISTA DE ESPERA,577.78
201869772,599.88,44027,527.62,LISTA DE ESPERA,577.78
201869773,539.28,1045684,611.9,NÃO CONTRATADO,452.32
201869774,703.08,1280996,618.34,NÃO CONTRATADO,564.14
201869774,703.08,1280996,618.34,NÃO CONTRATADO,564.14
201869776,529.0,1514299,552.66,NÃO CONTRATADO,451.86
201869776,529.0,1442938,552.66,NÃO CONTRATADO,451.86
201869776,529.0,1515645,552.66,NÃO CONTRATADO,451.86
201869777,742.74,5000930,707.24,LISTA DE ESPERA,731.4
201869777,742.74,1059179,707.24,LISTA DE ESPERA,731.4
201869778,731.72,1408261,667.4,LISTA DE ESPERA,696.82
201869778,731.72,1455021,667.4,LISTA DE ESPERA,696.82
201869778,731.72,1390317,667.4,LISTA DE ESPERA,696.82
201869780,625.72,5615,622.96,LISTA DE ESPERA,460.84
201869780,625.72,5615,622.96,LISTA DE ESPERA,460.84
201869781,540.02,24821,490.48,LISTA DE ESPERA,490.9
201869783,584.72,1155971,549.06,NÃO CONTRATADO,469.46
201869783,584.72,5000420,549.06,NÃO CONTRATADO,469.46
201869784,621.76,1387872,499.5,LISTA DE ESPERA,621.76
201869784,621.76,1454997,499.5,LISTA DE ESPERA,621.76
201869784,621.76,1387871,499.5,LISTA DE ESPERA,621.76
201869785,606.42,1419854,572.16,LISTA DE ESPERA,579.88
201869785,606.42,1419854,572.16,LISTA DE ESPERA,579.88
201869786,681.3,1279674,687.18,CONTRATADA,648.48
201869788,589.88,1322441,492.52,LISTA DE ESPERA,584.5
201869788,589.88,1322441,492.52,LISTA DE ESPERA,584.5
201869789,763.86,1185903,588.44,LISTA DE ESPERA,733.1
201869789,763.86,5000933,588.44,LISTA DE ESPERA,733.1
201869789,763.86,1109361,588.44,LISTA DE ESPERA,733.1
201869790,609.52,1484465,497.08,LISTA DE ESPERA,598.76
201869790,609.52,1484465,497.08,LISTA DE ESPERA,598.76
201869791,587.5,1351565,499.98,LISTA DE ESPERA,546.66
201869792,756.48,108014,763.16,CONTRATADA,741.5
201869793,615.2,1187276,516.08,CONTRATADA,508.42
201869794,602.44,109130,607.36,NÃO CONTRATADO,505.44
201869794,602.44,1139033,607.36,NÃO CONTRATADO,505.44
201869795,589.24,89341,526.08,LISTA DE ESPERA,565.3
201869796,599.88,44027,620.74,NÃO CONTRATADO,577.78
201869796,599.88,88484,620.74,NÃO CONTRATADO,577.78
201869797,768.14,91219,643.12,LISTA DE ESPERA,684.36
201869798,584.72,1330736,503.14,LISTA DE ESPERA,555.06
201869798,584.72,107227,503.14,LISTA DE ESPERA,555.06
201869798,584.72,1323571,503.14,LISTA DE ESPERA,555.06
201869799,731.52,100956,630.96,LISTA DE ESPERA,701.46
201869800,498.36,79537,536.12,CONTRATADA,498.36
201869801,604.12,5000552,609.12,CONTRATADA,450.04
201869801,604.12,1428110,609.12,OPÇÃO NÃO CONTRATADA,450.04
201869803,763.22,100688,660.12,LISTA DE ESPERA,752.4
201869803,763.22,64918,660.12,LISTA DE ESPERA,752.4
201869804,606.76,17288,533.24,NÃO CONTRATADO,452.58
201869807,737.26,1399478,696.56,LISTA DE ESPERA,715.68
201869808,631.6,95500,520.2,NÃO CONTRATADO,512.22
201869810,564.5,5001210,558.64,NÃO CONTRATADO,450.06
201869810,564.5,5001209,558.64,NÃO CONTRATADO,450.06
201869810,564.5,18450,558.64,NÃO CONTRATADO,450.06
201869811,455.76,39755,625.44,NÃO CONTRATADO,455.76
201869811,455.76,39755,625.44,NÃO CONTRATADO,455.76
201869811,455.76,39755,625.44,NÃO CONTRATADO,455.76
201869813,631.6,10735,480.5,LISTA DE ESPERA,512.22
201869813,631.6,1383176,480.5,LISTA DE ESPERA,512.22
201869813,631.6,10597,480.5,LISTA DE ESPERA,512.22
201869814,731.72,1397771,587.42,LISTA DE ESPERA,696.82
201869814,731.72,1397772,587.42,LISTA DE ESPERA,696.82
201869815,610.86,5000706,648.78,NÃO CONTRATADO,450.08
201869816,494.64,1211179,518.16,NÃO CONTRATADO,494.64
201869816,494.64,1405111,518.16,NÃO CONTRATADO,494.64
201869817,543.26,18327,554.74,NÃO CONTRATADO,458.48
201869817,543.26,1314246,554.74,NÃO CONTRATADO,458.48
201869817,543.26,1112150,554.74,NÃO CONTRATADO,458.48
201869818,527.28,1158796,475.74,NÃO CONTRATADO,453.28
201869818,527.28,1165980,475.74,NÃO CONTRATADO,453.28
201869818,527.28,1156013,475.74,NÃO CONTRATADO,453.28
201869819,627.54,68468,458.3,LISTA DE ESPERA,600.76
201869819,627.54,52906,458.3,LISTA DE ESPERA,600.76
201869819,627.54,1385523,458.3,LISTA DE ESPERA,600.76
201869820,564.76,18598,562.36,NÃO CONTRATADO,451.52
201869820,564.76,4959,562.36,NÃO CONTRATADO,451.52
201869821,544.42,1258675,507.22,PARTICIPACAO CANCELADA PELO CANDIDATO,501.44
201869822,597.22,38079,541.2,LISTA DE ESPERA,511.0
201869823,588.44,7716,668.18,CONTRATADA,497.7
201869824,645.8,53635,562.2,LISTA DE ESPERA,578.36
201869824,645.8,1382972,562.2,LISTA DE ESPERA,578.36
201869824,645.8,1113774,562.2,LISTA DE ESPERA,578.36
201869825,532.3,1108137,502.6,NÃO CONTRATADO,467.7
201869826,475.48,49551,519.64,NÃO CONTRATADO,475.48
201869828,631.6,44506,513.4,NÃO CONTRATADO,512.22
201869828,631.6,95500,513.4,NÃO CONTRATADO,512.22
201869828,631.6,72753,513.4,NÃO CONTRATADO,512.22
201869829,731.72,1397771,690.92,LISTA DE ESPERA,696.82
201869830,529.98,62740,534.1,NÃO CONTRATADO,451.88
201869830,529.98,67500,534.1,NÃO CONTRATADO,451.88
201869831,756.48,108014,693.76,LISTA DE ESPERA,741.5
201869832,742.06,78256,577.58,LISTA DE ESPERA,723.4
201869833,549.62,1382690,512.5,NÃO CONTRATADO,497.64
201869833,549.62,1364297,512.5,NÃO CONTRATADO,497.64
201869833,549.62,1364297,512.5,NÃO CONTRATADO,497.64
201869834,731.72,1390317,693.2,LISTA DE ESPERA,696.82
201869834,731.72,1397771,693.2,LISTA DE ESPERA,696.82
201869834,731.72,1397772,693.2,LISTA DE ESPERA,696.82
201869837,591.76,1075575,611.52,CONTRATADA,552.9
201869838,585.0,67946,616.9,NÃO CONTRATADO,450.94
201869838,585.0,95893,616.9,NÃO CONTRATADO,450.94
201869838,585.0,1172340,616.9,NÃO CONTRATADO,450.94
201869839,543.9,1321870,568.52,CONTRATADA,487.3
201869839,543.9,1354118,568.52,OPÇÃO NÃO CONTRATADA,487.3
201869840,600.24,1321993,515.78,LISTA DE ESPERA,589.4
201869841,533.04,1144788,554.86,NÃO CONTRATADO,458.8
201869842,588.82,1185396,511.7,LISTA DE ESPERA,551.32
201869842,588.82,1370159,511.7,LISTA DE ESPERA,551.32
201869842,588.82,90455,511.7,LISTA DE ESPERA,551.32
201869843,561.26,5826,465.04,LISTA DE ESPERA,512.1
201869843,561.26,5826,465.04,LISTA DE ESPERA,512.1
201869843,561.26,101168,465.04,LISTA DE ESPERA,512.1
201869844,742.06,78256,695.18,LISTA DE ESPERA,723.4
201869844,742.06,1178524,695.18,LISTA DE ESPERA,723.4
201869845,574.16,1486168,635.26,NÃO CONTRATADO,514.6
201869846,542.46,1153506,550.22,CONTRATADA,452.34
201869847,537.38,1332814,563.2,NÃO CONTRATADO,451.96
201869848,452.5,115390,553.3,NÃO CONTRATADO,455.3
201869848,452.5,115390,553.3,NÃO CONTRATADO,455.3
201869848,452.5,1349775,553.3,NÃO CONTRATADO,455.3
201869849,534.92,1181029,534.44,LISTA DE ESPERA,534.92
201869849,534.92,1181029,534.44,LISTA DE ESPERA,534.92
201869849,534.92,99946,534.44,LISTA DE ESPERA,534.92
201869850,533.66,1406222,534.24,CONTRATADA,532.14
201869851,572.36,1205380,546.5,CONTRATADA,456.2
201869851,572.36,1330528,546.5,OPÇÃO NÃO CONTRATADA,456.2
201869851,572.36,1388969,546.5,OPÇÃO NÃO CONTRATADA,456.2
201869852,731.52,82224,766.02,CONTRATADA,701.46
201869852,731.52,100956,766.02,OPÇÃO NÃO CONTRATADA,701.46
201869853,539.64,75368,542.36,CONTRATADA,494.76
201869853,539.64,1210856,542.36,OPÇÃO NÃO CONTRATADA,494.76
201869853,539.64,75368,542.36,OPÇÃO NÃO CONTRATADA,494.76
201869854,485.18,1045767,468.88,CONTRATADA,456.38
201869859,521.22,1322216,573.3,CONTRATADA,492.44
201869859,521.22,1365614,573.3,OPÇÃO NÃO CONTRATADA,492.44
201869860,587.68,109309,554.1,NÃO CONTRATADO,450.18
201869860,587.68,60094,554.1,NÃO CONTRATADO,450.18
201869860,587.68,60094,554.1,NÃO CONTRATADO,450.18
201869862,602.16,86762,479.9,NÃO CONTRATADO,450.1
201869862,602.16,86762,479.9,NÃO CONTRATADO,450.1
201869862,602.16,1388295,479.9,NÃO CONTRATADO,450.1
201869863,451.74,1486942,494.18,CONTRATADA,451.74
201869863,451.74,1486942,494.18,OPÇÃO NÃO CONTRATADA,451.74
201869864,609.52,1484333,509.5,LISTA DE ESPERA,598.76
201869865,584.28,123545,584.28,NÃO CONTRATADO,458.82
201869865,584.28,18840,584.28,NÃO CONTRATADO,458.82
201869865,584.28,120408,584.28,NÃO CONTRATADO,458.82
201869866,642.84,1102591,551.9,LISTA DE ESPERA,606.82
201869866,642.84,21269,551.9,LISTA DE ESPERA,606.82
201869866,642.84,19583,551.9,LISTA DE ESPERA,606.82
201869867,510.22,1491521,530.64,NÃO CONTRATADO,451.98
201869867,510.22,1491510,530.64,NÃO CONTRATADO,451.98
201869867,510.22,1514040,530.64,NÃO CONTRATADO,451.98
201869869,606.42,95151,563.8,NÃO CONTRATADO,452.5
201869869,606.42,57944,563.8,NÃO CONTRATADO,452.5
201869869,606.42,321646,563.8,NÃO CONTRATADO,452.5
201869870,594.86,104404,594.94,NÃO CONTRATADO,454.74
201869870,594.86,104404,594.94,NÃO CONTRATADO,454.74
201869871,753.94,9772,758.48,REJEITADA PELA CPSA,729.74
201869871,753.94,18594,758.48,REJEITADA PELA CPSA,729.74
201869871,753.94,5001183,758.48,REJEITADA PELA CPSA,729.74
201869872,532.82,17083,502.7,NÃO CONTRATADO,499.8
201869872,532.82,21222,502.7,NÃO CONTRATADO,499.8
201869873,565.92,21344,537.46,NÃO CONTRATADO,532.92
201869874,620.92,68243,498.0,LISTA DE ESPERA,563.94
201869874,620.92,1124,498.0,LISTA DE ESPERA,563.94
201869874,620.92,67977,498.0,LISTA DE ESPERA,563.94
201869875,547.16,1109043,522.82,NÃO CONTRATADO,460.9
201869875,547.16,89002,522.82,NÃO CONTRATADO,460.9
201869875,547.16,57820,522.82,NÃO CONTRATADO,460.9
201869876,591.34,1190663,530.12,LISTA DE ESPERA,546.48
201869876,591.34,1190663,530.12,LISTA DE ESPERA,546.48
201869876,591.34,94313,530.12,LISTA DE ESPERA,546.48
201869877,529.14,1352273,515.64,CONTRATADA,509.88
201869877,529.14,1352273,515.64,OPÇÃO NÃO CONTRATADA,509.88
201869878,551.38,1440280,657.64,NÃO CONTRATADO,456.62
201869878,551.38,1440280,657.64,NÃO CONTRATADO,456.62
201869879,548.12,82227,580.88,CONTRATADA,450.16
201869880,558.12,119110,493.7,LISTA DE ESPERA,509.54
201869880,558.12,1144887,493.7,LISTA DE ESPERA,509.54
201869880,558.12,1300377,493.7,LISTA DE ESPERA,509.54
201869881,600.72,1411118,539.66,NÃO CONTRATADO,482.68
201869881,600.72,1365541,539.66,NÃO CONTRATADO,482.68
201869881,600.72,1405849,539.66,NÃO CONTRATADO,482.68
201869882,616.86,98206,593.26,NÃO CONTRATADO,501.02
201869882,616.86,98206,593.26,NÃO CONTRATADO,501.02
201869882,616.86,11230,593.26,NÃO CONTRATADO,501.02
201869884,661.16,1193545,537.82,LISTA DE ESPERA,661.16
201869884,661.16,29733,537.82,LISTA DE ESPERA,661.16
201869887,739.08,1185025,615.82,LISTA DE ESPERA,724.06
201869888,489.26,1341256,505.5,PARTICIPACAO CANCELADA PELO CANDIDATO,453.82
201869888,489.26,1341256,505.5,PARTICIPACAO CANCELADA PELO CANDIDATO,453.82
201869889,494.84,1364604,538.5,NÃO CONTRATADO,463.82
201869889,494.84,1177909,538.5,NÃO CONTRATADO,463.82
201869890,458.44,1167047,559.36,NÃO CONTRATADO,476.9
201869891,562.66,1386014,552.66,PARTICIPACAO CANCELADA PELO CANDIDATO,490.66
201869891,562.66,1405185,552.66,PARTICIPACAO CANCELADA PELO CANDIDATO,490.66
201869891,562.66,1350162,552.66,PARTICIPACAO CANCELADA PELO CANDIDATO,490.66
201869892,612.38,1387914,588.38,LISTA DE ESPERA,611.52
201869892,612.38,1387914,588.38,LISTA DE ESPERA,611.52
201869894,527.32,48094,573.18,NÃO CONTRATADO,450.52
201869894,527.32,16090,573.18,NÃO CONTRATADO,450.52
201869894,527.32,1377614,573.18,NÃO CONTRATADO,450.52
201869895,631.38,11731,600.86,CONTRATADA,535.78
201869895,631.38,1365601,600.86,OPÇÃO NÃO CONTRATADA,535.78
201869895,631.38,1285817,600.86,OPÇÃO NÃO CONTRATADA,535.78
201869896,615.2,1057369,509.46,CONTRATADA,508.42
201869896,615.2,1057369,509.46,OPÇÃO NÃO CONTRATADA,508.42
201869896,615.2,43653,509.46,OPÇÃO NÃO CONTRATADA,508.42
201869898,585.24,320068,491.74,LISTA DE ESPERA,556.22
201869898,585.24,83480,491.74,LISTA DE ESPERA,556.22
201869898,585.24,376528,491.74,LISTA DE ESPERA,556.22
201869899,570.54,82631,476.72,LISTA DE ESPERA,505.64
201869899,570.54,91677,476.72,LISTA DE ESPERA,505.64
201869899,570.54,1330549,476.72,LISTA DE ESPERA,505.64
201869900,547.76,1258308,515.92,NÃO CONTRATADO,450.54
201869900,547.76,150303,515.92,NÃO CONTRATADO,450.54
201869900,547.76,65892,515.92,NÃO CONTRATADO,450.54
201869901,562.66,1386014,535.02,CONTRATADA,490.66
201869901,562.66,1386015,535.02,OPÇÃO NÃO CONTRATADA,490.66
201869902,758.98,1399484,758.98,NÃO CONTRATADO,748.88
201869905,758.66,59174,764.2,CONTRATADA,753.5
201869906,628.24,1440446,543.22,LISTA DE ESPERA,609.16
201869906,628.24,307261,543.22,LISTA DE ESPERA,609.16
201869906,628.24,1458687,543.22,LISTA DE ESPERA,609.16
201869908,577.06,1405126,538.32,NÃO CONTRATADO,450.72
201869908,577.06,18596,538.32,NÃO CONTRATADO,450.72
201869908,577.06,18596,538.32,NÃO CONTRATADO,450.72
201869909,619.9,9733,499.6,LISTA DE ESPERA,572.74
201869910,549.12,1303508,617.98,NÃO CONTRATADO,452.56
201869910,549.12,1353735,617.98,NÃO CONTRATADO,452.56
201869910,549.12,1353735,617.98,NÃO CONTRATADO,452.56
201869911,591.02,11220,676.08,REJEITADA PELA CPSA,534.34
201869912,576.2,1354406,557.4,PARTICIPACAO CANCELADA PELO CANDIDATO,450.36
201869912,576.2,1259666,557.4,PARTICIPACAO CANCELADA PELO CANDIDATO,450.36
201869912,576.2,1259666,557.4,PARTICIPACAO CANCELADA PELO CANDIDATO,450.36
201869913,612.22,1385230,564.52,NÃO CONTRATADO,462.06
201869913,612.22,8253,564.52,NÃO CONTRATADO,462.06
201869913,612.22,8253,564.52,NÃO CONTRATADO,462.06
201869914,731.72,1397772,612.94,LISTA DE ESPERA,696.82
201869914,731.72,1399479,612.94,LISTA DE ESPERA,696.82
201869914,731.72,1390317,612.94,LISTA DE ESPERA,696.82
201869916,557.5,80103,474.52,NÃO CONTRATADO,460.96
201869916,557.5,58816,474.52,NÃO CONTRATADO,460.96
201869916,557.5,1260157,474.52,NÃO CONTRATADO,460.96
201869917,565.92,76327,501.54,LISTA DE ESPERA,532.92
201869917,565.92,1130184,501.54,LISTA DE ESPERA,532.92
201869917,565.92,1136479,501.54,LISTA DE ESPERA,532.92
201869918,757.9,1338858,632.48,LISTA DE ESPERA,737.8
201869919,728.1,1184060,728.54,CONTRATADA,720.06
201869919,728.1,85652,728.54,OPÇÃO NÃO CONTRATADA,720.06
201869920,589.24,5000736,450.56,LISTA DE ESPERA,565.3
201869920,589.24,89341,450.56,LISTA DE ESPERA,565.3
201869921,548.12,81113,521.82,NÃO CONTRATADO,450.16
201869921,548.12,20110,521.82,NÃO CONTRATADO,450.16
201869921,548.12,20110,521.82,NÃO CONTRATADO,450.16
201869922,588.92,1283948,503.48,NÃO CONTRATADO,450.44
201869923,540.22,111150,511.92,NÃO CONTRATADO,452.1
201869923,540.22,102569,511.92,NÃO CONTRATADO,452.1
201869923,540.22,102400,511.92,NÃO CONTRATADO,452.1
201869925,588.82,1118104,480.72,LISTA DE ESPERA,551.32
201869926,655.82,51662,453.7,LISTA DE ESPERA,484.1
201869926,655.82,53340,453.7,LISTA DE ESPERA,484.1
201869926,655.82,11726,453.7,LISTA DE ESPERA,484.1
201869927,590.72,1364804,512.58,NÃO CONTRATADO,456.82
201869927,590.72,1303698,512.58,NÃO CONTRATADO,456.82
201869927,590.72,1364804,512.58,NÃO CONTRATADO,456.82
201869928,600.38,88644,523.6,NÃO CONTRATADO,452.3
201869928,600.38,88644,523.6,NÃO CONTRATADO,452.3
201869930,768.86,1200712,762.22,LISTA DE ESPERA,766.46
201869931,756.76,1102360,723.76,LISTA DE ESPERA,743.14
201869932,614.1,1386642,470.22,LISTA DE ESPERA,592.22
201869935,726.62,1184432,476.5,LISTA DE ESPERA,724.14
201869936,525.4,49056,483.46,NÃO CONTRATADO,450.56
201869937,602.42,59666,475.76,LISTA DE ESPERA,555.44
201869938,753.94,18594,780.54,CONTRATADA,729.74
201869939,588.18,81052,454.26,LISTA DE ESPERA,477.68
201869940,568.9,7621,562.9,CONTRATADA,453.42
201869940,568.9,7621,562.9,OPÇÃO NÃO CONTRATADA,453.42
201869940,568.9,34861,562.9,OPÇÃO NÃO CONTRATADA,453.42
201869942,560.82,1185667,488.54,NÃO CONTRATADO,454.56
201869942,560.82,1286465,488.54,NÃO CONTRATADO,454.56
201869942,560.82,111732,488.54,NÃO CONTRATADO,454.56
